distributor,zrep,category,demand segment,year,period,rolling_period,sell_out_actuals_qty,sell_out_forecast_qty_deimos,sell_out_forecast_qty,price,in_transit,target_inventory,beginning_inventory,woh_inventory_required,sell_in_actuals_qty,sell_in_forecast_qty,ending_inventory,planner_group,doh
D7,Product_374,C3,Seg 1,2024,10,P-19,,12,12,1.00,0,6,0,0,12,12,0,High,0
D7,Product_374,C3,Seg 1,2024,11,P-18,,0,0,#DIV/0!,0,6,0,15.9,15.9,15.9,15.9,High,#DIV/0!
D7,Product_374,C3,Seg 1,2024,12,P-17,,10.6,10.6,1.00,0,6,0,0,10.6,10.6,0,High,0
D7,Product_374,C3,Seg 1,2024,13,P-16,,0,0,#DIV/0!,0,6,0,13.7,13.7,13.7,13.7,High,#DIV/0!
D7,Product_374,C3,Seg 1,2025,1,P-15,,9.1,9.1,1.00,0,6,0,2.2,11.3,11.3,2.2,High,6.8
D7,Product_374,C3,Seg 1,2025,2,P-14,,1.5,1.5,1.00,0,6,0,11.2,12.7,12.7,11.2,High,212.7
D7,Product_374,C3,Seg 1,2025,3,P-13,,7.5,7.5,1.00,0,6,0,4.8,12.3,12.3,4.8,High,18.1
D7,Product_374,C3,Seg 1,2025,4,P-12,,3.2,3.2,1.00,0,6,0,8.8,12,12,8.8,High,76
D7,Product_374,C3,Seg 1,2025,5,P-11,,5.8,5.8,1.00,0,6,0,7.3,13.2,13.2,7.3,High,35.2
D7,Product_374,C3,Seg 1,2025,6,P-10,,4.9,4.9,1.00,0,6,0,6.5,11.4,11.4,6.5,High,37.1
D7,Product_374,C3,Seg 1,2025,7,P-9,,4.3,4.3,1.00,0,6,0,9.5,13.8,13.8,9.5,High,61.4
D7,Product_374,C3,Seg 1,2025,8,P-8,,6.3,6.3,1.00,0,6,0,4.6,10.9,10.9,4.6,High,20.5
D7,Product_374,C3,Seg 1,2025,9,P-7,,3.1,3.1,1.00,0,6,0,11.1,14.2,14.2,11.1,High,100.9
D7,Product_374,C3,Seg 1,2025,10,P-6,,7.4,7.4,1.00,0,6,0,3.3,10.7,10.7,3.3,High,12.5
D7,Product_374,C3,Seg 1,2025,11,P-5,,2.2,2.2,1.00,0,6,0,12.1,14.3,14.3,12.1,High,153.7
D7,Product_374,C3,Seg 1,2025,12,P-4,,8.1,8.1,1.00,0,6,0,16.9,25,25,16.9,High,58.6
D7,Product_374,C3,Seg 1,2025,13,P-3,,11.3,11.3,1.00,0,6,0,10.2,21.4,21.4,10.2,High,25.3
D7,Product_374,C3,Seg 1,2026,1,P-2,,6.8,6.8,1.00,0,6,0,8,14.7,14.7,8,High,32.8
D7,Product_374,C3,Seg 1,2026,2,P-1,,5.3,5.3,1.00,0,6,0,8,13.3,13.3,8,High,42
D7,Product_374,C3,Seg 1,2026,3,P+0,,5.3,5.3,1.00,0,6,0,8,,13.3,8,High,42
D7,Product_374,C3,Seg 1,2026,4,P+1,,5.3,5.3,1.00,0,6,8,8,,5.3,8,High,42
D7,Product_374,C3,Seg 1,2026,5,P+2,,5.3,5.3,1.00,0,6,8,8,,5.3,8,High,42
D7,Product_374,C3,Seg 1,2026,6,P+3,,5.3,5.3,1.00,0,6,8,8,,5.3,8,High,42
D7,Product_374,C3,Seg 1,2026,7,P+4,,5.3,5.3,1.00,0,6,8,8,,5.3,8,High,42
D7,Product_374,C3,Seg 1,2026,8,P+5,,5.3,5.3,1.00,0,6,8,8,,5.3,8,High,42
D7,Product_374,C3,Seg 1,2026,9,P+6,,5.3,5.3,1.00,0,6,8,8,,5.3,8,High,42
D7,Product_374,C3,Seg 1,2026,10,P+7,,5.3,5.3,1.00,0,6,8,8,,5.3,8,High,42
D7,Product_374,C3,Seg 1,2026,11,P+8,,5.3,5.3,1.00,0,6,8,8,,5.3,8,High,42
D7,Product_374,C3,Seg 1,2026,12,P+9,,5.3,5.3,1.00,0,6,8,9.9,,7.3,9.9,High,52.5
D7,Product_374,C3,Seg 1,2026,13,P+10,,6.6,6.6,1.00,0,6,9.9,8,,4.6,8,High,33.6
D7,Product_374,C3,Seg 1,2027,1,P+11,,5.3,5.3,1.00,0,6,8,8,,5.3,8,High,42
D7,Product_374,C3,Seg 1,2027,2,P+12,,5.3,5.3,1.00,0,6,8,8,,5.3,8,High,42
D7,Product_374,C3,Seg 1,2027,3,P+13,,5.3,5.3,1.00,0,6,8,8,,5.3,8,High,42
D7,Product_374,C3,Seg 1,2027,4,P+14,,5.3,5.3,1.00,0,6,8,8,,5.3,8,High,42
D7,Product_374,C3,Seg 1,2027,5,P+15,,5.3,5.3,1.00,0,6,8,8,,5.3,8,High,42
D7,Product_374,C3,Seg 1,2027,6,P+16,,5.3,5.3,1.00,0,6,8,8,,5.3,8,High,42
D7,Product_374,C3,Seg 1,2027,7,P+17,,5.3,5.3,1.00,0,6,8,8,,5.3,8,High,42
D7,Product_374,C3,Seg 1,2027,8,P+18,,5.3,5.3,1.00,0,6,8,8,,5.3,8,High,42
D7,Product_374,C3,Seg 1,2027,9,P+19,,5.3,5.3,1.00,0,6,8,8,,5.3,8,High,42
D7,Product_374,C3,Seg 1,2027,10,P+20,,5.3,5.3,1.00,0,6,8,8,,5.3,8,High,42
D7,Product_374,C3,Seg 1,2027,11,P+21,,5.3,5.3,1.00,0,6,8,8,,5.3,8,High,42
D7,Product_374,C3,Seg 1,2027,12,P+22,,5.3,5.3,1.00,0,6,8,8,,5.3,8,High,42
D7,Product_374,C3,Seg 1,2027,13,P+23,,5.3,5.3,1.00,0,6,8,8,,5.3,8,High,42
D7,Product_374,C3,Seg 1,2028,1,P+24,,5.3,5.3,1.00,0,6,8,8,,5.3,8,High,42
D7,Product_374,C3,Seg 1,2028,2,P+25,,5.3,5.3,1.00,0,6,8,8,,5.3,8,High,42
D7,Product_374,C3,Seg 1,2028,3,P+26,,5.3,5.3,1.00,0,6,8,8,,5.3,8,High,42
D7,Product_374,C3,Seg 1,2028,4,P+27,,5.3,5.3,1.00,0,6,8,8,,5.3,8,High,42
D7,Product_374,C3,Seg 1,2028,5,P+28,,5.3,5.3,1.00,0,6,8,8,,5.3,8,High,42
D7,Product_374,C3,Seg 1,2028,6,P+29,,5.3,5.3,1.00,0,6,8,8,,5.3,8,High,42
D7,Product_374,C3,Seg 1,2028,7,P+30,,5.3,5.3,1.00,0,6,8,8,,5.3,8,High,42
D7,Product_374,C3,Seg 1,2028,8,P+31,,5.3,5.3,1.00,0,6,8,8,,5.3,8,High,42
D7,Product_374,C3,Seg 1,2028,9,P+32,,5.3,5.3,1.00,0,6,8,8,,5.3,8,High,42
D7,Product_374,C3,Seg 1,2028,10,P+33,,5.3,5.3,1.00,0,6,8,8,,5.3,8,High,42
D7,Product_374,C3,Seg 1,2028,11,P+34,,5.3,5.3,1.00,0,6,8,8,,5.3,8,High,42
D7,Product_374,C3,Seg 1,2028,12,P+35,,5.3,5.3,1.00,0,6,8,8,,5.3,8,High,42
D7,Product_374,C3,Seg 1,2028,13,P+36,,5.3,5.3,1.00,0,6,8,8,,5.3,8,High,42
D7,Product_374,C3,Seg 1,2029,1,P+37,,5.3,5.3,1.00,0,6,8,8,,5.3,8,High,42
D7,Product_374,C3,Seg 1,2029,2,P+38,,5.3,5.3,1.00,0,6,8,8,,5.3,8,High,42
D7,Product_374,C3,Seg 1,2029,3,P+39,,5.3,5.3,1.00,0,6,8,8,,5.3,8,High,42
D7,Product_375,C3,Seg 1,2023,9,P-33,2,3.4,3.4,1.00,0,6,0,4.2,7.6,7.6,4.2,High,34.6
D7,Product_375,C3,Seg 1,2023,10,P-32,40,2.8,2.8,1.00,0,6,0,208.7,211.5,211.5,208.7,High,2095
D7,Product_375,C3,Seg 1,2023,11,P-31,183,139.1,139.1,1.00,0,6,0,5.7,144.8,144.8,5.7,High,1.1
D7,Product_375,C3,Seg 1,2023,12,P-30,,3.8,3.8,1.00,0,6,0,0,3.8,3.8,0,High,0
D7,Product_375,C3,Seg 1,2023,13,P-29,,0,0,#DIV/0!,0,6,0,68.4,68.4,68.4,68.4,High,#DIV/0!
D7,Product_375,C3,Seg 1,2024,1,P-28,,45.6,45.6,1.00,0,6,0,0,45.6,45.6,0,High,0
D7,Product_375,C3,Seg 1,2024,2,P-27,,0,0,#DIV/0!,0,6,0,29.2,29.2,29.2,29.2,High,#DIV/0!
D7,Product_375,C3,Seg 1,2024,3,P-26,,19.4,19.4,1.00,0,6,0,2.1,21.5,21.5,2.1,High,3
D7,Product_375,C3,Seg 1,2024,4,P-25,,1.4,1.4,1.00,0,6,0,0,1.4,1.4,0,High,0
D7,Product_375,C3,Seg 1,2024,5,P-24,,0,0,#DIV/0!,0,6,0,43.8,43.8,43.8,43.8,High,#DIV/0!
D7,Product_375,C3,Seg 1,2024,6,P-23,,29.2,29.2,1.00,0,6,0,0,29.2,29.2,0,High,0
D7,Product_375,C3,Seg 1,2024,7,P-22,,0,0,#DIV/0!,0,6,0,36.5,36.5,36.5,36.5,High,#DIV/0!
D7,Product_375,C3,Seg 1,2024,8,P-21,,24.3,24.3,1.00,0,6,0,0,24.3,24.3,0,High,0
D7,Product_375,C3,Seg 1,2024,9,P-20,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D7,Product_375,C3,Seg 1,2024,10,P-19,,0,0,#DIV/0!,0,6,0,23.1,23.1,23.1,23.1,High,#DIV/0!
D7,Product_375,C3,Seg 1,2024,11,P-18,,15.4,15.4,1.00,0,6,0,0,15.4,15.4,0,High,0
D7,Product_375,C3,Seg 1,2024,12,P-17,,0,0,#DIV/0!,0,6,0,32.9,32.9,32.9,32.9,High,#DIV/0!
D7,Product_375,C3,Seg 1,2024,13,P-16,,21.9,21.9,1.00,0,6,0,0,21.9,21.9,0,High,0
D7,Product_375,C3,Seg 1,2025,1,P-15,,0,0,#DIV/0!,0,6,0,12.7,12.7,12.7,12.7,High,#DIV/0!
D7,Product_375,C3,Seg 1,2025,2,P-14,,8.5,8.5,1.00,0,6,0,8.2,16.6,16.6,8.2,High,27
D7,Product_375,C3,Seg 1,2025,3,P-13,,5.4,5.4,1.00,0,6,0,0,5.4,5.4,0,High,0
D7,Product_375,C3,Seg 1,2025,4,P-12,,0,0,#DIV/0!,0,6,0,25.8,25.8,25.8,25.8,High,#DIV/0!
D7,Product_375,C3,Seg 1,2025,5,P-11,,17.2,17.2,1.00,0,6,0,0,17.2,17.2,0,High,0
D7,Product_375,C3,Seg 1,2025,6,P-10,,0,0,#DIV/0!,0,6,0,19.1,19.1,19.1,19.1,High,#DIV/0!
D7,Product_375,C3,Seg 1,2025,7,P-9,,12.7,12.7,1.00,0,6,0,0,12.7,12.7,0,High,0
D7,Product_375,C3,Seg 1,2025,8,P-8,,0,0,#DIV/0!,0,6,0,0,0,0,0,High,#DIV/0!
D7,Product_375,C3,Seg 1,2025,9,P-7,,0,0,#DIV/0!,0,6,0,17.4,17.4,17.4,17.4,High,#DIV/0!
D7,Product_375,C3,Seg 1,2025,10,P-6,,11.6,11.6,1.00,0,6,0,0,11.6,11.6,0,High,0
D7,Product_375,C3,Seg 1,2025,11,P-5,,0,0,#DIV/0!,0,6,0,20.7,20.7,20.7,20.7,High,#DIV/0!
D7,Product_375,C3,Seg 1,2025,12,P-4,,13.8,13.8,1.00,0,6,0,14,27.9,27.9,14,High,28.5
D7,Product_375,C3,Seg 1,2025,13,P-3,,9.4,9.4,1.00,0,6,0,0,9.4,9.4,0,High,0
D7,Product_375,C3,Seg 1,2026,1,P-2,,0,0,#DIV/0!,0,6,0,5.1,5.1,5.1,5.1,High,#DIV/0!
D7,Product_375,C3,Seg 1,2026,2,P-1,,3.4,3.4,1.00,0,6,0,5.1,8.5,8.5,5.1,High,42
D7,Product_375,C3,Seg 1,2026,3,P+0,,3.4,3.4,1.00,0,6,0,5.1,,8.5,5.1,High,42
D7,Product_375,C3,Seg 1,2026,4,P+1,,3.4,3.4,1.00,0,6,5.1,5.1,,3.4,5.1,High,42
D7,Product_375,C3,Seg 1,2026,5,P+2,,3.4,3.4,1.00,0,6,5.1,5.1,,3.4,5.1,High,42
D7,Product_375,C3,Seg 1,2026,6,P+3,,3.4,3.4,1.00,0,6,5.1,5.1,,3.4,5.1,High,42
D7,Product_375,C3,Seg 1,2026,7,P+4,,3.4,3.4,1.00,0,6,5.1,5.1,,3.4,5.1,High,42
D7,Product_375,C3,Seg 1,2026,8,P+5,,3.4,3.4,1.00,0,6,5.1,5.1,,3.4,5.1,High,42
D7,Product_375,C3,Seg 1,2026,9,P+6,,3.4,3.4,1.00,0,6,5.1,5.1,,3.4,5.1,High,42
D7,Product_375,C3,Seg 1,2026,10,P+7,,3.4,3.4,1.00,0,6,5.1,5.1,,3.4,5.1,High,42
D7,Product_375,C3,Seg 1,2026,11,P+8,,3.4,3.4,1.00,0,6,5.1,5.1,,3.4,5.1,High,42
D7,Product_375,C3,Seg 1,2026,12,P+9,,3.4,3.4,1.00,0,6,5.1,6.3,,4.7,6.3,High,52.5
D7,Product_375,C3,Seg 1,2026,13,P+10,,4.2,4.2,1.00,0,6,6.3,5.1,,3,5.1,High,33.6
D7,Product_375,C3,Seg 1,2027,1,P+11,,3.4,3.4,1.00,0,6,5.1,5.1,,3.4,5.1,High,42
D7,Product_375,C3,Seg 1,2027,2,P+12,,3.4,3.4,1.00,0,6,5.1,5.1,,3.4,5.1,High,42
D7,Product_375,C3,Seg 1,2027,3,P+13,,3.4,3.4,1.00,0,6,5.1,5.1,,3.4,5.1,High,42
D7,Product_375,C3,Seg 1,2027,4,P+14,,3.4,3.4,1.00,0,6,5.1,5.1,,3.4,5.1,High,42
D7,Product_375,C3,Seg 1,2027,5,P+15,,3.4,3.4,1.00,0,6,5.1,5.1,,3.4,5.1,High,42
D7,Product_375,C3,Seg 1,2027,6,P+16,,3.4,3.4,1.00,0,6,5.1,5.1,,3.4,5.1,High,42
D7,Product_375,C3,Seg 1,2027,7,P+17,,3.4,3.4,1.00,0,6,5.1,5.1,,3.4,5.1,High,42
D7,Product_375,C3,Seg 1,2027,8,P+18,,3.4,3.4,1.00,0,6,5.1,5.1,,3.4,5.1,High,42
D7,Product_375,C3,Seg 1,2027,9,P+19,,3.4,3.4,1.00,0,6,5.1,5.1,,3.4,5.1,High,42
D7,Product_375,C3,Seg 1,2027,10,P+20,,3.4,3.4,1.00,0,6,5.1,5.1,,3.4,5.1,High,42
D7,Product_375,C3,Seg 1,2027,11,P+21,,3.4,3.4,1.00,0,6,5.1,5.1,,3.4,5.1,High,42
D7,Product_375,C3,Seg 1,2027,12,P+22,,3.4,3.4,1.00,0,6,5.1,5.1,,3.4,5.1,High,42
D7,Product_375,C3,Seg 1,2027,13,P+23,,3.4,3.4,1.00,0,6,5.1,5.1,,3.4,5.1,High,42
D7,Product_375,C3,Seg 1,2028,1,P+24,,3.4,3.4,1.00,0,6,5.1,5.1,,3.4,5.1,High,42
D7,Product_375,C3,Seg 1,2028,2,P+25,,3.4,3.4,1.00,0,6,5.1,5.1,,3.4,5.1,High,42
D7,Product_375,C3,Seg 1,2028,3,P+26,,3.4,3.4,1.00,0,6,5.1,5.1,,3.4,5.1,High,42
D7,Product_375,C3,Seg 1,2028,4,P+27,,3.4,3.4,1.00,0,6,5.1,5.1,,3.4,5.1,High,42
D7,Product_375,C3,Seg 1,2028,5,P+28,,3.4,3.4,1.00,0,6,5.1,5.1,,3.4,5.1,High,42
D7,Product_375,C3,Seg 1,2028,6,P+29,,3.4,3.4,1.00,0,6,5.1,5.1,,3.4,5.1,High,42
D7,Product_375,C3,Seg 1,2028,7,P+30,,3.4,3.4,1.00,0,6,5.1,5.1,,3.4,5.1,High,42
D7,Product_375,C3,Seg 1,2028,8,P+31,,3.4,3.4,1.00,0,6,5.1,5.1,,3.4,5.1,High,42
D7,Product_375,C3,Seg 1,2028,9,P+32,,3.4,3.4,1.00,0,6,5.1,5.1,,3.4,5.1,High,42
D7,Product_375,C3,Seg 1,2028,10,P+33,,3.4,3.4,1.00,0,6,5.1,5.1,,3.4,5.1,High,42
D7,Product_375,C3,Seg 1,2028,11,P+34,,3.4,3.4,1.00,0,6,5.1,5.1,,3.4,5.1,High,42
D7,Product_375,C3,Seg 1,2028,12,P+35,,3.4,3.4,1.00,0,6,5.1,5.1,,3.4,5.1,High,42
D7,Product_375,C3,Seg 1,2028,13,P+36,,3.4,3.4,1.00,0,6,5.1,5.1,,3.4,5.1,High,42
D7,Product_375,C3,Seg 1,2029,1,P+37,,3.4,3.4,1.00,0,6,5.1,5.1,,3.4,5.1,High,42
D7,Product_375,C3,Seg 1,2029,2,P+38,,3.4,3.4,1.00,0,6,5.1,5.1,,3.4,5.1,High,42
D7,Product_375,C3,Seg 1,2029,3,P+39,,3.4,3.4,1.00,0,6,5.1,5.1,,3.4,5.1,High,42
D7,Product_376,C3,Seg 1,2025,12,P-4,56,321.9,321.9,16.30,0,6,259,561.6,624.4,624.4,561.6,High,48.9
D7,Product_376,C3,Seg 1,2025,13,P-3,193,374.4,374.4,16.30,0,6,448,660.6,586.9,586.9,660.6,High,49.4
D7,Product_376,C3,Seg 1,2026,1,P-2,246,440.4,440.4,16.30,0,6,545,611.4,506.7,506.7,611.4,High,38.9
D7,Product_376,C3,Seg 1,2026,2,P-1,643,407.6,407.6,16.30,624,6,117,388,678.5,678.5,388,High,26.7
D7,Product_376,C3,Seg 1,2026,3,P+0,45,258.6,258.6,16.30,390,6,1,324,,581.6,324,High,35.1
D7,Product_376,C3,Seg 1,2026,4,P+1,,216,216,16.30,0,6,324,482.8,,374.8,482.8,High,62.6
D7,Product_376,C3,Seg 1,2026,5,P+2,,321.9,321.9,16.30,0,6,482.8,482.8,,321.9,482.8,High,42
D7,Product_376,C3,Seg 1,2026,6,P+3,,321.9,321.9,16.30,0,6,482.8,482.8,,321.9,482.8,High,42
D7,Product_376,C3,Seg 1,2026,7,P+4,,321.9,321.9,16.30,0,6,482.8,482.8,,321.9,482.8,High,42
D7,Product_376,C3,Seg 1,2026,8,P+5,,321.9,321.9,16.30,0,6,482.8,482.8,,321.9,482.8,High,42
D7,Product_376,C3,Seg 1,2026,9,P+6,,321.9,321.9,16.30,0,6,482.8,482.8,,321.9,482.8,High,42
D7,Product_376,C3,Seg 1,2026,10,P+7,,321.9,321.9,16.30,0,6,482.8,482.8,,321.9,482.8,High,42
D7,Product_376,C3,Seg 1,2026,11,P+8,,321.9,321.9,16.30,0,6,482.8,482.8,,321.9,482.8,High,42
D7,Product_376,C3,Seg 1,2026,12,P+9,,321.9,321.9,16.30,0,6,482.8,603.5,,442.6,603.5,High,52.5
D7,Product_376,C3,Seg 1,2026,13,P+10,,402.3,402.3,16.30,0,6,603.5,482.8,,281.6,482.8,High,33.6
D7,Product_376,C3,Seg 1,2027,1,P+11,,321.9,321.9,16.30,0,6,482.8,482.8,,321.9,482.8,High,42
D7,Product_376,C3,Seg 1,2027,2,P+12,,321.9,321.9,16.30,0,6,482.8,482.8,,321.9,482.8,High,42
D7,Product_376,C3,Seg 1,2027,3,P+13,,321.9,321.9,16.30,0,6,482.8,482.8,,321.9,482.8,High,42
D7,Product_376,C3,Seg 1,2027,4,P+14,,321.9,321.9,16.30,0,6,482.8,482.8,,321.9,482.8,High,42
D7,Product_376,C3,Seg 1,2027,5,P+15,,321.9,321.9,16.30,0,6,482.8,482.8,,321.9,482.8,High,42
D7,Product_376,C3,Seg 1,2027,6,P+16,,321.9,321.9,16.30,0,6,482.8,482.8,,321.9,482.8,High,42
D7,Product_376,C3,Seg 1,2027,7,P+17,,321.9,321.9,16.30,0,6,482.8,482.8,,321.9,482.8,High,42
D7,Product_376,C3,Seg 1,2027,8,P+18,,321.9,321.9,16.30,0,6,482.8,482.8,,321.9,482.8,High,42
D7,Product_376,C3,Seg 1,2027,9,P+19,,321.9,321.9,16.30,0,6,482.8,482.8,,321.9,482.8,High,42
D7,Product_376,C3,Seg 1,2027,10,P+20,,321.9,321.9,16.30,0,6,482.8,482.8,,321.9,482.8,High,42
D7,Product_376,C3,Seg 1,2027,11,P+21,,321.9,321.9,16.30,0,6,482.8,482.8,,321.9,482.8,High,42
D7,Product_376,C3,Seg 1,2027,12,P+22,,321.9,321.9,16.30,0,6,482.8,482.8,,321.9,482.8,High,42
D7,Product_376,C3,Seg 1,2027,13,P+23,,321.9,321.9,16.30,0,6,482.8,482.8,,321.9,482.8,High,42
D7,Product_376,C3,Seg 1,2028,1,P+24,,321.9,321.9,16.30,0,6,482.8,482.8,,321.9,482.8,High,42
D7,Product_376,C3,Seg 1,2028,2,P+25,,321.9,321.9,16.30,0,6,482.8,482.8,,321.9,482.8,High,42
D7,Product_376,C3,Seg 1,2028,3,P+26,,321.9,321.9,16.30,0,6,482.8,482.8,,321.9,482.8,High,42
D7,Product_376,C3,Seg 1,2028,4,P+27,,321.9,321.9,16.30,0,6,482.8,482.8,,321.9,482.8,High,42
D7,Product_376,C3,Seg 1,2028,5,P+28,,321.9,321.9,16.30,0,6,482.8,482.8,,321.9,482.8,High,42
D7,Product_376,C3,Seg 1,2028,6,P+29,,321.9,321.9,16.30,0,6,482.8,482.8,,321.9,482.8,High,42
D7,Product_376,C3,Seg 1,2028,7,P+30,,321.9,321.9,16.30,0,6,482.8,482.8,,321.9,482.8,High,42
D7,Product_376,C3,Seg 1,2028,8,P+31,,321.9,321.9,16.30,0,6,482.8,482.8,,321.9,482.8,High,42
D7,Product_376,C3,Seg 1,2028,9,P+32,,321.9,321.9,16.30,0,6,482.8,482.8,,321.9,482.8,High,42
D7,Product_376,C3,Seg 1,2028,10,P+33,,321.9,321.9,16.30,0,6,482.8,482.8,,321.9,482.8,High,42
D7,Product_376,C3,Seg 1,2028,11,P+34,,321.9,321.9,16.30,0,6,482.8,482.8,,321.9,482.8,High,42
D7,Product_376,C3,Seg 1,2028,12,P+35,,321.9,321.9,16.30,0,6,482.8,482.8,,321.9,482.8,High,42
D7,Product_376,C3,Seg 1,2028,13,P+36,,321.9,321.9,16.30,0,6,482.8,482.8,,321.9,482.8,High,42
D7,Product_376,C3,Seg 1,2029,1,P+37,,321.9,321.9,16.30,0,6,482.8,482.8,,321.9,482.8,High,42
D7,Product_376,C3,Seg 1,2029,2,P+38,,321.9,321.9,16.30,0,6,482.8,482.8,,321.9,482.8,High,42
D7,Product_376,C3,Seg 1,2029,3,P+39,,321.9,321.9,16.30,0,6,482.8,482.8,,321.9,482.8,High,42
D7,Product_377,C3,Seg 1,2025,12,P-4,700,1154.3,1154.3,13.51,0,6,1594,2200.9,1761.2,1761.2,2200.9,High,53.4
D7,Product_377,C3,Seg 1,2025,13,P-3,1345,1467.3,1467.3,13.51,0,6,1204,1748.3,2011.6,2011.6,1748.3,High,33.4
D7,Product_377,C3,Seg 1,2026,1,P-2,938,1165.6,1165.6,13.51,0,6,980,2001.9,2187.5,2187.5,2001.9,High,48.1
D7,Product_377,C3,Seg 1,2026,2,P-1,1556,1334.6,1334.6,13.51,336,6,2249,1263.4,349,349,1263.4,High,26.5
D7,Product_377,C3,Seg 1,2026,3,P+0,130,842.3,842.3,13.51,924,6,2177,1882.5,,547.8,1882.5,High,62.6
D7,Product_377,C3,Seg 1,2026,4,P+1,,1255,1255,13.51,0,6,1882.5,1731.5,,1104,1731.5,High,38.6
D7,Product_377,C3,Seg 1,2026,5,P+2,,1154.3,1154.3,13.51,0,6,1731.5,1731.5,,1154.3,1731.5,High,42
D7,Product_377,C3,Seg 1,2026,6,P+3,,1154.3,1154.3,13.51,0,6,1731.5,1731.5,,1154.3,1731.5,High,42
D7,Product_377,C3,Seg 1,2026,7,P+4,,1154.3,1154.3,13.51,0,6,1731.5,1731.5,,1154.3,1731.5,High,42
D7,Product_377,C3,Seg 1,2026,8,P+5,,1154.3,1154.3,13.51,0,6,1731.5,1731.5,,1154.3,1731.5,High,42
D7,Product_377,C3,Seg 1,2026,9,P+6,,1154.3,1154.3,13.51,0,6,1731.5,1731.5,,1154.3,1731.5,High,42
D7,Product_377,C3,Seg 1,2026,10,P+7,,1154.3,1154.3,13.51,0,6,1731.5,1731.5,,1154.3,1731.5,High,42
D7,Product_377,C3,Seg 1,2026,11,P+8,,1154.3,1154.3,13.51,0,6,1731.5,1731.5,,1154.3,1731.5,High,42
D7,Product_377,C3,Seg 1,2026,12,P+9,,1154.3,1154.3,13.51,0,6,1731.5,2164.4,,1587.2,2164.4,High,52.5
D7,Product_377,C3,Seg 1,2026,13,P+10,,1442.9,1442.9,13.51,0,6,2164.4,1731.5,,1010.1,1731.5,High,33.6
D7,Product_377,C3,Seg 1,2027,1,P+11,,1154.3,1154.3,13.51,0,6,1731.5,1731.5,,1154.3,1731.5,High,42
D7,Product_377,C3,Seg 1,2027,2,P+12,,1154.3,1154.3,13.51,0,6,1731.5,1731.5,,1154.3,1731.5,High,42
D7,Product_377,C3,Seg 1,2027,3,P+13,,1154.3,1154.3,13.51,0,6,1731.5,1731.5,,1154.3,1731.5,High,42
D7,Product_377,C3,Seg 1,2027,4,P+14,,1154.3,1154.3,13.51,0,6,1731.5,1731.5,,1154.3,1731.5,High,42
D7,Product_377,C3,Seg 1,2027,5,P+15,,1154.3,1154.3,13.51,0,6,1731.5,1731.5,,1154.3,1731.5,High,42
D7,Product_377,C3,Seg 1,2027,6,P+16,,1154.3,1154.3,13.51,0,6,1731.5,1731.5,,1154.3,1731.5,High,42
D7,Product_377,C3,Seg 1,2027,7,P+17,,1154.3,1154.3,13.51,0,6,1731.5,1731.5,,1154.3,1731.5,High,42
D7,Product_377,C3,Seg 1,2027,8,P+18,,1154.3,1154.3,13.51,0,6,1731.5,1731.5,,1154.3,1731.5,High,42
D7,Product_377,C3,Seg 1,2027,9,P+19,,1154.3,1154.3,13.51,0,6,1731.5,1731.5,,1154.3,1731.5,High,42
D7,Product_377,C3,Seg 1,2027,10,P+20,,1154.3,1154.3,13.51,0,6,1731.5,1731.5,,1154.3,1731.5,High,42
D7,Product_377,C3,Seg 1,2027,11,P+21,,1154.3,1154.3,13.51,0,6,1731.5,1731.5,,1154.3,1731.5,High,42
D7,Product_377,C3,Seg 1,2027,12,P+22,,1154.3,1154.3,13.51,0,6,1731.5,1731.5,,1154.3,1731.5,High,42
D7,Product_377,C3,Seg 1,2027,13,P+23,,1154.3,1154.3,13.51,0,6,1731.5,1731.5,,1154.3,1731.5,High,42
D7,Product_377,C3,Seg 1,2028,1,P+24,,1154.3,1154.3,13.51,0,6,1731.5,1731.5,,1154.3,1731.5,High,42
D7,Product_377,C3,Seg 1,2028,2,P+25,,1154.3,1154.3,13.51,0,6,1731.5,1731.5,,1154.3,1731.5,High,42
D7,Product_377,C3,Seg 1,2028,3,P+26,,1154.3,1154.3,13.51,0,6,1731.5,1731.5,,1154.3,1731.5,High,42
D7,Product_377,C3,Seg 1,2028,4,P+27,,1154.3,1154.3,13.51,0,6,1731.5,1731.5,,1154.3,1731.5,High,42
D7,Product_377,C3,Seg 1,2028,5,P+28,,1154.3,1154.3,13.51,0,6,1731.5,1731.5,,1154.3,1731.5,High,42
D7,Product_377,C3,Seg 1,2028,6,P+29,,1154.3,1154.3,13.51,0,6,1731.5,1731.5,,1154.3,1731.5,High,42
D7,Product_377,C3,Seg 1,2028,7,P+30,,1154.3,1154.3,13.51,0,6,1731.5,1731.5,,1154.3,1731.5,High,42
D7,Product_377,C3,Seg 1,2028,8,P+31,,1154.3,1154.3,13.51,0,6,1731.5,1731.5,,1154.3,1731.5,High,42
D7,Product_377,C3,Seg 1,2028,9,P+32,,1154.3,1154.3,13.51,0,6,1731.5,1731.5,,1154.3,1731.5,High,42
D7,Product_377,C3,Seg 1,2028,10,P+33,,1154.3,1154.3,13.51,0,6,1731.5,1731.5,,1154.3,1731.5,High,42
